source_image,x,y,label,annotator,notes
D16_03_1_7_Bright Field_001_LHi (119).jpg,1051,228,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1813,934,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1547,1396,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,572,1921,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1737,675,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,773,762,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,952,1014,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1838,1668,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1116,1684,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,904,78,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,375,346,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1570,155,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,364,132,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1880,1459,ambiguous,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1825,1216,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1459,1899,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1834,83,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1093,216,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1672,409,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1144,1856,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,905,878,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1746,1398,sickle,UG,minor sickle
D16_03_1_7_Bright Field_001_LHi (119).jpg,722,1426,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1283,506,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1939,1569,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1678,529,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,490,1284,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,894,1441,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1540,1575,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1249,1659,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,177,434,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,577,890,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1909,1204,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,774,127,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1578,380,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1925,790,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,802,1701,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,770,1832,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1545,1039,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1090,1113,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1043,585,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,341,688,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,697,1914,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,568,262,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,756,1874,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1581,567,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,925,773,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,554,1151,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,767,436,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1231,1769,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1877,1170,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,685,1782,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1262,787,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,665,490,ambiguous,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1817,868,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,269,1259,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1915,1657,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1768,181,sickle,UG,minor sickle
D16_03_1_7_Bright Field_001_LHi (119).jpg,1422,879,ambiguous,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,877,1267,sickle,UG,minor sickle
D16_03_1_7_Bright Field_001_LHi (119).jpg,1568,597,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,358,218,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1209,941,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1272,257,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1850,162,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1342,152,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,592,728,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,763,1271,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1399,900,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1462,1153,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,219,1722,ambiguous,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1082,1325,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,470,1969,ambiguous,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1646,1472,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1935,1651,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,1360,276,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (119).jpg,785,1105,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,641,1227,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (133).jpg,374,226,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,906,1400,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1041,1459,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,154,1587,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1177,931,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,849,1169,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1456,1471,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,587,1522,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,46,526,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1320,430,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1085,492,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1662,757,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,55,1036,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1607,1780,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1191,273,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,214,1475,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,533,1491,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,440,803,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,533,1118,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,479,1802,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,343,1573,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1479,656,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,771,1829,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1869,1947,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,343,436,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,532,866,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,802,978,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (133).jpg,38,1200,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1376,715,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,907,342,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1261,1411,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,865,1450,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1443,108,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1434,1360,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1892,520,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1176,1517,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,880,1544,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,109,1272,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,970,1390,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,731,321,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,337,1229,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1189,548,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1849,1186,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1621,1715,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1206,1464,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1195,1086,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1548,1753,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,215,1756,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,821,498,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1195,710,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,181,751,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,459,141,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1148,210,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1089,341,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1900,640,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,285,836,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1174,1673,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,369,946,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (133).jpg,1938,119,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,25,302,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,443,374,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1339,813,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1450,763,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,316,1082,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1492,1430,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,205,1850,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,310,584,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,372,833,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1911,337,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,673,731,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1551,465,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,106,616,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1515,1375,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,578,754,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,995,781,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,274,688,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,194,1207,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1832,1641,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,988,82,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,167,957,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,75,560,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1658,587,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1342,630,sickle,UG,minor sickle
D16_03_1_7_Bright Field_001_LHi (133).jpg,1609,980,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1274,1009,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1620,1138,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1099,1444,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,443,1568,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,528,1680,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,440,1461,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1034,1920,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,488,561,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,983,609,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,596,613,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,115,705,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,647,1067,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1561,1571,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1801,140,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1423,329,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1952,767,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,371,674,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,110,978,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,32,609,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1640,1027,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,923,1296,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,837,134,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1446,230,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,842,1830,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1450,438,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1866,865,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1544,1121,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,611,1284,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1655,641,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,571,696,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1964,1688,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1081,1110,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,891,1633,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,874,37,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1462,564,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1585,596,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1178,613,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1142,1733,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1739,1850,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,34,218,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1632,480,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1148,871,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,449,1211,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1513,1520,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1891,286,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1424,277,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1594,319,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1097,286,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (133).jpg,292,1011,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (133).jpg,1696,1339,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1359,1584,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,660,430,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1760,682,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,482,833,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,937,1039,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1351,36,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,441,191,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,527,1425,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,233,404,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,470,480,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1730,1254,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,993,1769,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1094,618,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,74,1161,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1103,1686,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1026,1722,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,441,1020,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1323,74,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,950,556,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,472,615,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1035,1239,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,36,1452,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1684,1853,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,737,1025,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1539,352,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1312,547,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1354,1439,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1143,1472,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,949,1592,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1932,814,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1400,1542,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,154,1763,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1307,663,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1121,1049,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,333,1482,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1502,605,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1279,1513,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1853,64,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1787,64,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1814,380,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1286,501,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1516,547,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,427,749,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1030,862,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1957,1226,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1780,1583,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,609,1066,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,812,1088,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,969,1084,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,984,1558,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,764,427,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,877,836,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1225,1538,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1478,1846,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1705,632,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1824,1373,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,113,200,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,910,1121,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1641,1262,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1930,1466,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,60,1092,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1121,1358,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,620,1179,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1357,1915,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,242,352,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,896,750,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1217,808,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1929,1304,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,853,1302,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,602,1463,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1873,1742,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1140,986,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,981,1887,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,796,67,ambiguous,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1539,123,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,726,248,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1761,634,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,947,1151,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,538,1335,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1686,1670,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1123,43,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1112,1605,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,587,290,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1138,23,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1767,355,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,193,1611,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,811,179,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1381,1302,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (133).jpg,1368,523,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1968,631,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,694,1340,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,605,1808,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1244,1105,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1954,1168,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1450,1613,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,982,845,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,989,1847,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,951,40,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1712,583,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (133).jpg,740,150,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1160,1795,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1859,108,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,932,678,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,575,825,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1685,991,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,804,1690,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1783,1457,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1697,1026,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1663,1551,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1800,595,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1718,1521,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1610,919,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,91,150,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,724,1427,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1487,496,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1086,774,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1097,872,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1512,1071,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,755,860,non_sickle,UG,exogenous polymer
